year,month,day,hour,minute,open,close,low,high,volume
2019,3,4,12,44,142.6800,142.6700,142.6700,142.7000,4032
2019,3,4,12,45,142.7100,142.6300,142.6100,142.7100,14005
2019,3,4,12,46,142.6400,142.5900,142.5900,142.6400,2611
2019,3,4,12,47,142.5479,142.6500,142.5479,142.6699,5239
2019,3,4,12,48,142.6000,142.5100,142.4900,142.6000,22518
2019,3,4,12,49,142.5100,142.5400,142.4800,142.5400,6976
2019,3,4,12,50,142.5330,142.6000,142.5300,142.6000,8526
2019,3,4,12,51,142.6000,142.7160,142.6000,142.7200,6008
2019,3,4,12,52,142.7499,142.7100,142.7100,142.7499,6555
2019,3,4,12,53,142.7600,142.7300,142.7300,142.7650,4815
2019,3,4,12,54,142.7200,142.6854,142.6822,142.7200,5912
2019,3,4,12,55,142.7250,142.7100,142.7100,142.7250,4734
2019,3,4,12,56,142.7050,142.6800,142.6400,142.7050,5819
2019,3,4,12,57,142.6200,142.5700,142.5700,142.6200,3109
2019,3,4,12,58,142.6350,142.6500,142.6350,142.6600,2370
2019,3,4,12,59,142.6699,142.6700,142.6699,142.6700,3097
2019,3,4,13,0,142.6500,142.6700,142.6500,142.6780,2010
2019,3,4,13,1,142.6400,142.6000,142.6000,142.6400,12918
2019,3,4,13,2,142.5800,142.5500,142.5500,142.6198,4491
2019,3,4,13,3,142.6220,142.6400,142.6220,142.6540,3320
2019,3,4,13,4,142.6522,142.5935,142.5900,142.6522,4507
2019,3,4,13,5,142.6000,142.5500,142.5500,142.6000,2488
2019,3,4,13,6,142.5000,142.5700,142.4900,142.5700,7481
2019,3,4,13,7,142.5150,142.5200,142.4900,142.5200,8265
2019,3,4,13,8,142.5001,142.5400,142.4700,142.5400,4238
2019,3,4,13,9,142.5200,142.4400,142.4400,142.5200,6745
2019,3,4,13,10,142.4500,142.4200,142.4200,142.4800,6307
2019,3,4,13,11,142.4350,142.5267,142.4350,142.5400,3669
2019,3,4,13,12,142.5700,142.4900,142.4900,142.5700,4257
2019,3,4,13,13,142.5800,142.5200,142.5200,142.5800,6581
2019,3,4,13,14,142.5199,142.5660,142.5199,142.5660,2075
2019,3,4,13,15,142.5601,142.5700,142.5601,142.6200,2540
2019,3,4,13,16,142.5674,142.5500,142.5500,142.5700,12853
2019,3,4,13,17,142.6200,142.7000,142.6200,142.7000,5114
2019,3,4,13,18,142.6700,142.6900,142.6700,142.6900,3489
2019,3,4,13,19,142.7200,142.7198,142.7198,142.7428,2764
2019,3,4,13,20,142.7400,142.7280,142.7128,142.7600,6271
2019,3,4,13,21,142.8000,142.8100,142.8000,142.8500,27331
2019,3,4,13,22,142.8100,142.8600,142.8100,142.8600,9320
2019,3,4,13,23,142.8500,142.8750,142.8500,142.8750,4339
2019,3,4,13,24,142.9000,142.9100,142.9000,142.9100,4332
2019,3,4,13,25,142.9200,142.9350,142.9200,142.9400,8577
2019,3,4,13,26,142.9300,142.8999,142.8999,142.9300,4389
2019,3,4,13,27,142.8601,142.8700,142.8601,142.8900,5254
2019,3,4,13,28,142.8799,142.8900,142.8700,142.8900,1911
2019,3,4,13,29,142.9200,142.9900,142.9200,142.9900,6287
2019,3,4,13,30,143.0000,143.0300,143.0000,143.0300,12849
2019,3,4,13,31,143.0000,143.0262,143.0000,143.0262,5541
2019,3,4,13,32,143.0550,143.0099,143.0099,143.0600,33340
2019,3,4,13,33,143.0201,143.0200,143.0200,143.0201,2276
2019,3,4,13,34,143.0190,143.0150,143.0000,143.0190,2483
2019,3,4,13,35,143.0200,142.9700,142.9700,143.0200,6051
2019,3,4,13,36,142.9700,142.9600,142.9600,142.9700,5907
2019,3,4,13,37,142.9673,142.9550,142.9501,142.9673,11602
2019,3,4,13,38,142.9900,143.0100,142.9900,143.0200,2749
2019,3,4,13,39,143.0000,142.9766,142.9766,143.0000,4361
